---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID
13597,"NSLOCTEXT("""", ""9ACABD4640BB9B67DB08C582E61444D7"", ""Spoiled Gruel"")","NSLOCTEXT("""", ""C8BFA43A4182D116D62F7EA06FEC2B4B"", ""Gruel that has turned green"")","NSLOCTEXT("""", ""67F4EFBB401D761D77EF3DBCCCC40D36"", ""The only thing more disgusting than gruel, is spoiled gruel. This lumpy mixture of mold and clustered clumps of debris should not be eaten. By anything."")","/Game/UI/Textures/Icons/icon_spoiled_gruel.icon_spoiled_gruel","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Consumable","0.000000","26","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.300000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.010000","0","100.000000","0","0","1","0","0","1","0","0","1","0","0","0","NSLOCTEXT("""", ""BD4A3A5B4724B99C8FA95C988201027F"", ""Low Grade"")","NSLOCTEXT("""", ""C201F08F48808CCAA5864186C6DA0884"", ""Consumable"")","NSLOCTEXT("""", ""13BBECC342C131E5210043ABA08567DC"", ""Ingredient"")","","0","-20","0.000000","1","0","None","-1"
13598,"NSLOCTEXT("""", ""309806EF45A3866E95580E8D969CB610"", ""Rotten Devil\'s Bonemeal"")","NSLOCTEXT("""", ""7E5B88ED47A963A434EE4898B13A49F3"", ""A stinking mass of black matter"")","NSLOCTEXT("""", ""75CC267547E98AC9AF7B469C0685821D"", ""Whatever this once belonged to, it is now unrecognizable. Any occult properties it may have once possessed have long since dissipated."")","/Game/UI/Textures/Icons/icon_rotten_devil_s_bonemeal.icon_rotten_devil_s_bonemeal","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","200","0","Consumable","0.000000","26","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.400000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.010000","13599","100.000000","0","0","1","0","0","1","0","0","1","0","0","0","NSLOCTEXT("""", ""FE08E2724E0A2FC3F954A990A155FB2C"", ""High Grade"")","NSLOCTEXT("""", ""F33121EC4B684BA17485B7A45FC12A6A"", ""Consumable"")","NSLOCTEXT("""", ""745B0C0742A91332DFCBAB8B0528C328"", ""Ingredient"")","","-100","-100","0.000000","1","0","None","-1"
13599,"NSLOCTEXT("""", ""8FCA6BE14ED8F9C037A7DB8E720077CA"", ""Putrid Meat"")","NSLOCTEXT("""", ""9F09D29D4A87A36D480DF5B8B908F726"", ""Whatever this used to be, it is inedible now"")","NSLOCTEXT("""", ""0776F986425E4186518A86B6A0089F02"", ""Meat which has begun to putrefy has an odor and flavour all of its own.\nEating it might stave off starvation, but at the price of becoming violently ill. Even carrion eaters shun putrid meat.\n"")","/Game/UI/Textures/Icons/icon_rotten_meat.icon_rotten_meat","/Game/Items/Hunger/BPGameItemFood_RottenMeat.BPGameItemFood_RottenMeat_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","200","0","Consumable","0.000000","26","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.400000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.020000","0","100.000000","0","0","1","0","0","1","0","0","1","0","0","0","","NSLOCTEXT("""", ""53ECE8CD4D1494C3140D32AD5A4DDCFA"", ""Consumable"")","NSLOCTEXT("""", ""E09A562941706D0739F30881DC06078B"", ""Ingredient"")","","10","-20","0.000000","1","0","None","-1"
13601,"NSLOCTEXT("""", ""9AB65E4248A6A09CCB4284B28471EF4B"", ""Arena Ritual Offering"")","NSLOCTEXT("""", ""DAFF2BFC4BB6BD906B1F65897A3812C2"", ""An offering to the bloody spectacle of battle"")","NSLOCTEXT("""", ""0F07AD5D4F8E9DB8FADC3DB42AD00CC8"", ""Thousands of years past, when the Giant-kings ruled the land and the arena was active, there was a human gladiator named Tyros.\nTyros was a fighter such as the world had never seen - legend had it that he was a descendant of the legendary Kull of Atlantis.\nOne of the many names that were ascribed to Tyros during his gladiatorial career was that of Dragonslayer. It was said that the appearance of Tyros in the arena was enough to drive the beasts wild with rage. This offering, however, was the more likely cause. before every battle it was burned on the sacrifice altar and the smoke from the offering was said to drive any within the arena into a mighty frenzy - perhaps even reaching across the boundary between life and death."")","/Game/UI/Textures/Icons/icon_arena_ritual_offering.icon_arena_ritual_offering","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","0","Consumable","0.000000","26","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.400000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","13599","0.000000","53202","1","1","13598","1","1","0","0","1","0","0","0","NSLOCTEXT("""", ""C7F8F3C04357F3EFC1536E81F8044946"", ""High Grade"")","NSLOCTEXT("""", ""96DE88B1449A44E75774DC8FC04E4E98"", ""Consumable"")","NSLOCTEXT("""", ""6C418334476C8945B125BE879230ED13"", ""Ingredient"")","","100","100","0.000000","1","0","None","-1"
14001,"NSLOCTEXT("""", ""F1C1D2A945E450789AEA4C93E131ECD9"", ""Aloe Leaves"")","NSLOCTEXT("""", ""53A0F39848A2248839E410977557E42A"", ""This spiky plant has well known medicinal properties"")","NSLOCTEXT("""", ""C58F6CBD40513F829C48F5AADB7AD508"", ""A favorite of herbalists the world over, the leaves of this plant are highly sought after for their medicinal properties."")","/Game/UI/Textures/Icons/icon_aloe_vera.icon_aloe_vera","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""C3FE6F05435FA11CCC1609BE6066EB4A"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14101,"NSLOCTEXT("""", ""B11773D34C2DA9D684AC9D8390661564"", ""Serpent Venom Gland"")","NSLOCTEXT("""", ""E5FCD19E476F9B8A0CE0F1939B17FDBC"", ""Venom swollen glands harvested from serpents"")","NSLOCTEXT("""", ""B9E4DB2B453B24A161C6BDA530A9653B"", ""The serpents of the Exiled Lands vary in the potency of their venom from mildly irritating to lethal. \nThe use of serpent venom for coating weapons before battle is a myth. Venom needs to be injected directly into the blood to have an effect and the act of plunging a weapon into a body is a far more efficient way to damage foes than to wait for a slow acting venom.\nAlchemists and healers, however, do tout the efficacy of ingesting small amounts of venom to build an immunity. It is said that King Yezdigerd of Turan ritually ingests small amounts of many different poisons to build his protection against assassination attempts.\n"")","/Game/UI/Textures/Icons/icon_snake_venom_gland.icon_snake_venom_gland","/Game/Items/Hunger/BPGameItemFood_PoisonedFood.BPGameItemFood_PoisonedFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""C241ACBD498E4AB80EF133B47EE8A521"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14102,"NSLOCTEXT("""", ""BBC5E468476B94A38C1ED8BC3195EAD0"", ""Sand Reaper Toxin Gland"")","NSLOCTEXT("""", ""DF2AF79D4AB8F5E9AFB5C88EF3DF823D"", ""Toxin gland taken from the monstrous reaper"")","NSLOCTEXT("""", ""E62745A746A5B569D1DF7E85CADC5B99"", ""The Sand Reapers spit a venomous toxin that causes the skin to rot from the body on contact. Harvesting this toxin is a foolhardy but valuable undertaking.\nApplying this toxin to specially prepared grooved blades allows precise delivery of the toxin to enemies in melee.\n"")","/Game/UI/Textures/Icons/icon_locust_venom_gland.icon_locust_venom_gland","/Game/Items/Hunger/BPGameItemFood_PoisonedFood.BPGameItemFood_PoisonedFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""8CFC644C440EEAE7B1901498036D3810"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14151,"NSLOCTEXT("""", ""5B8BB8C947A8F681ADBF5A83BA152708"", ""Yellow Lotus Blossom"")","NSLOCTEXT("""", ""8509752E46E13F915AA9A18CEE285802"", ""Plucked from gently waving lotus blossoms"")","NSLOCTEXT("""", ""254CD3234CE8A167ACB42FBF5A05916C"", ""While the black lotus is feared for its deadly effect, the yellow lotus is known for its ability to cause visions and hallucinations of great import.\nThose who lose themselves in the lotus dreams can have a difficult path back, but eternal renewal is worth the risk.\n"")","/Game/UI/Textures/Icons/icon_yellow_lotus_blossum.icon_yellow_lotus_blossum","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""29DB57854B6103AC85029DBE6181553B"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14171,"NSLOCTEXT("""", ""3BC015B9455194266D5D05A1590756AB"", ""Brimstone"")","NSLOCTEXT("""", ""B7AFB8E748892B9EA0FED5BE7EFEE95C"", ""Foul smelling yellow crystals used in dark rituals"")","NSLOCTEXT("""", ""067E204E4877114D5BBC34A11F118A87"", ""Brimstone is one of the most sought after alchemical components due its application in a wide variety of concoctions.\nSearing fumes make collecting it a difficult task and the bleached bones of those who did not adequately prepare serve as a grisly warning to others.\nCombined with sticky tar, brimstone creates steelfire, which is a catalyst that hardens iron into steel.\n"")","/Game/UI/Textures/Icons/icon_brimstone.icon_brimstone","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""ACBB71934B2673FF595E61AB57B20CB8"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14172,"NSLOCTEXT("""", ""EC1B95D140A512CA63D9F6A032CBFFF5"", ""Tar"")","NSLOCTEXT("""", ""9C9A6E4A4A0872D97CA65E9B0B478D76"", ""Thick black substance used for sealing wood"")","NSLOCTEXT("""", ""62C79BDF4CB88909F9E5E6BDA80D1A6C"", ""Prized by alchemists and sailors alike, tar is a black oily substance derived from the dry heating of bark. It is a by-product of using bark in the tanning process.\nFrom the Vilayet to the Western Ocean, shipwrights know the value of tar as a water repellent. The legendary purple-sailed fleet of Turan owes the color to the unusual mix of tar and local chemicals used to soak the sailcloth.\nIn the gladiatorial arenas of Argos, tar is used to seal cuts and abrasions and ward off minor infections."")","/Game/UI/Textures/Icons/icon_ingredient_pitch.icon_ingredient_pitch","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","12011","3","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""706CB30C446ED256DFD0EEAA37089A6A"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14173,"NSLOCTEXT("""", ""851E87814DBD19F00D8FC982AEA241C6"", ""Steelfire"")","NSLOCTEXT("""", ""9974051841AA5FE8AF9181B58E3BFCFD"", ""A volatile mix of tar and brimstone"")","NSLOCTEXT("""", ""93881FFF4BD690F1616E97AF9E57FDDE"", ""An unfortunate smith in Khoraja found himself homeless when his premises burned to the ground. Unable to explain the fire or its root cause, he nevertheless noticed that the steel he had been working on had survived the fire intact and was hardened beyond any metal that he had worked with before.\nBeing a cautious man, he experimented with different variations of the equipment in his newly rebuilt smithy until he reached the conclusion that tar from his poorly sealed roof had dripped into his bloomery and tainted the brimstone that he was using as a catalyst.\nHe gave his new catalyst the fanciful name of Steelfire and made a great deal of money before other smiths were able to replicate his results."")","/Game/UI/Textures/Icons/icon_ingredient_steelfire.icon_ingredient_steelfire","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","14172","2","1","14171","1","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""924159D24CBB64A83F1F64A61840EAD1"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14174,"NSLOCTEXT("""", ""A18235D846838B6AE8837B8F9891CEB4"", ""Twine"")","NSLOCTEXT("""", ""47567271446018E6DF99628C46CDB174"", ""A small length of twine"")","NSLOCTEXT("""", ""04EF7A884F1BC20C724BE6B3A9BE3258"", ""Created by twisting lengths of fiber together to create a sturdy length of string, twine is used for binding the most primitive weapons and and items together.\nThe advantage of twine is that it is easily created from scavenged ingredients, such as plant fiber, but it\'s tendency to unravel at unfortunate times makes anything crafted with it inherently fragile."")","/Game/UI/Textures/Icons/icon_ingredient_rope.icon_ingredient_rope","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","12001","3","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""62541B90425FA09FC7F339802B52B9CF"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14175,"NSLOCTEXT("""", ""2DF776CD4299611F8BFF09920CEA8619"", ""Dead Woman\'s Hair"")","NSLOCTEXT("""", ""A96D49AC453F45B7A1F8DBB340467FE9"", ""Taken from the tresses of dead women"")","NSLOCTEXT("""", ""E4150D254AB9D08E03C821B3665053BE"", ""In Zamoria, there was a city ruled by a sorcerer named Yara in his fabulous dwelling known only as the Tower of the Elephant. Yara had a dark reputation, but he was also rumored to be the keeper of a wonderful treasure known only as the Heart of the Elephant.\nNobody knows precisely what happened to Yara, but his tower collapsed into rubble and among the rubble was found was a coil of rope woven from hair. Though none knew its purpose, many speculated that the hair for the rope was taken from dead women, in accordance with a ritual found in the dread Book of Skelos, which would make it incredibly strong."")","/Game/UI/Textures/Icons/icon_dead_womans_hair.icon_dead_womans_hair","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""2969F50D4E26632227F6DFBB8DFC91D8"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14181,"NSLOCTEXT("""", ""D19D08B64E474D912551849F417C0A23"", ""Tomb Dust"")","NSLOCTEXT("""", ""615199634F0B6A5DFF27DAA8F80C87EC"", ""Dust stolen from a tomb"")","NSLOCTEXT("""", ""A98DE73A42BB895CD0636B8792EA4FB5"", ""Those who rob the dead are either desperate, brave or possessed of such dark power that they no longer fear the dead.\nThe dust stolen from the tombs of dead Stygians is said to cause blindness when flung into the eyes of an opponent. It has darker uses that are detailed in the blasphemous Book of Skelos.\n"")","/Game/UI/Textures/Icons/icon_tomb_dust.icon_tomb_dust","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""3EEDCE214EEFB8404C8D278C046B1F81"", ""Ingredient"")","","0","0","0.000000","5","0","None","-1"
14182,"NSLOCTEXT("""", ""CC35A98340417D1B98600D97075BE800"", ""Demon Blood"")","NSLOCTEXT("""", ""F97E505D4E610EEC05E6D4A16FA35DD8"", ""Black liquid that reeks of the outer dark"")","NSLOCTEXT("""", ""27FA9C3D4BD018E6FE5A29ADE418DB33"", ""This black ooze, harvested from the corpse of a demonic entity, steams slightly when exposed to air.\nBlood is used to increase the potency of the blasphemous rituals of both priests and sorcerers. And this is particularly potent blood.\nThe nature of demons is hotly disputed by scholars. Some suggest that they are simply remnants of elder races that stalked the earth before mankind, while others insist that they are formless creatures from the outer void given form by the incantation of vile sorceries.\n"")","/Game/UI/Textures/Icons/icon_demon_blood.icon_demon_blood","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""C2006633475526E5D8A55DA7824D28E4"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14183,"NSLOCTEXT("""", ""4E6EBE0C47BD5444E15470BBCC9F9667"", ""Dragonpowder"")","NSLOCTEXT("""", ""F2C2315849D3F89368610B8155B7ADDB"", ""A volatile powder created by mashing various alchemical components"")","NSLOCTEXT("""", ""B6B6D65A4AEEE5D895F2FDA5BE1555A8"", ""Alchemists in the west first discovered this wondrous powder through a crumbling manuscript that came with a caravan from Khitai. \nThrough much experimentation and loss of limb and life, they eventually stablized the formula with localized ingredients. Combined with other ingredients, Dragonpowder becomes a potent explosive - though many see it as a form of sorcery and refuse to use it in battle.\n"")","/Game/UI/Textures/Icons/icon_dragonpowder.icon_dragonpowder","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","2","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","14182","2","1","14171","8","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""4C247F7B48B5EFE603C507B53357D2D5"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1"
14190,"NSLOCTEXT("""", ""6A34012C401D820843C2FEABC3D8B77E"", ""Grey-flower Lupine"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14191,"NSLOCTEXT("""", ""01616CA64C0D0A381E7246880B9E9213"", ""True Indigo"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14192,"NSLOCTEXT("""", ""2B0A90CC42ED98FA88C371BB179DEDBE"", ""Orange Phykos"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14193,"NSLOCTEXT("""", ""18F3DD6D459EE5AB958E4197A922B440"", ""Cochineal"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14194,"NSLOCTEXT("""", ""E3E0C0604753FE6DE145B1AA156FC76C"", ""False Mandrake"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14195,"NSLOCTEXT("""", ""974D58484976B87999058CAA9DCE2F75"", ""Glowing Goop"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14196,"NSLOCTEXT("""", ""F815B299432CD0D27243DDAFF98D0E4F"", ""Sandbeast Bile Gland"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","0","0","None","-1"
14200,"NSLOCTEXT("""", ""B2AD0FBF407D4CA392F531B561F11FF7"", ""XX_Round Flask"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Game/Items/Crafting/BP_GameItem_Flask.BP_GameItem_Flask_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","None","OneHanded","","0","0","0","0","0.000000","0.000000","0.050000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","11551","3","1","14601","1","1","0","0","1","0","0","0","","","NSLOCTEXT("""", ""D9EA28114135DB2881FA2A97B07CF6F3"", ""Ingredient"")","","0","0","0.000000","0","0","None","-1"
